country,partner_country,year,import_value_usd,import_weight_tonnes
Israel,UK,2010,0,0.0
Israel,UK,2011,0,0.0
Israel,UK,2013,0,0.0
Israel,UK,2014,0,0.0
Israel,UK,2015,4,0.001
Israel,UK,2016,0,0.0
Israel,UK,2017,0,0.001
Israel,UK,2018,0,0.001
Israel,UK,2019,4,0.001
Israel,UK,2020,4,0.001
Israel,UK,2021,4,0.001
Israel,UK,2022,4,0.001
Israel,UK,2023,4,0.001
Israel,UK,2024,4,0.001
Israel,USA,2000,0,0.0
Israel,USA,2001,0,0.0
Israel,USA,2002,0,0.0
Israel,USA,2003,0,0.0
Israel,USA,2004,0,0.0
Israel,USA,2005,0,0.0
Israel,USA,2006,0,0.0
Israel,USA,2007,0,0.0
Israel,USA,2008,0,0.0
Israel,USA,2009,0,0.0
Israel,USA,2010,0,0.0
Israel,USA,2011,0,0.0
Israel,USA,2013,0,0.0
Israel,USA,2014,0,0.0
Israel,USA,2015,4,0.001
Israel,USA,2016,0,0.0
Israel,USA,2017,0,0.001
Israel,USA,2018,0,0.001
Israel,USA,2019,4,0.001
Israel,USA,2020,4,0.001
Israel,USA,2021,4,0.001
Israel,USA,2022,4,0.001
Israel,USA,2023,4,0.001
Israel,USA,2024,4,0.001
Italy,Afghanistan,2000,0,0.0
Italy,Afghanistan,2001,0,0.0
Italy,Afghanistan,2002,0,0.0
Italy,Afghanistan,2003,0,0.0
Italy,Afghanistan,2004,0,0.0
Italy,Afghanistan,2005,0,0.0
Italy,Afghanistan,2006,0,0.0
Italy,Afghanistan,2007,4,0.001
Italy,Afghanistan,2008,4,0.001
Italy,Afghanistan,2009,0,0.0
Italy,Afghanistan,2010,0,0.0
Italy,Afghanistan,2011,0,0.0
Italy,Afghanistan,2013,0,0.0
Italy,Afghanistan,2014,0,0.0
Italy,Afghanistan,2015,0,0.0
Italy,Afghanistan,2016,0,0.0
Italy,Afghanistan,2017,0,0.0
Italy,Afghanistan,2018,0,0.0
Italy,Afghanistan,2019,0,0.0
Italy,Afghanistan,2020,0,0.0
Italy,Afghanistan,2021,4,0.001
Italy,Afghanistan,2022,0,0.0
Italy,Afghanistan,2023,4,0.001
Italy,Afghanistan,2024,4,0.001
Italy,Argentina,2000,4,0.001
Italy,Argentina,2001,4,0.001
Italy,Argentina,2002,4,0.001
Italy,Argentina,2003,4,0.001
Italy,Argentina,2004,4,0.001
Italy,Argentina,2005,4,0.001
Italy,Argentina,2006,4,0.001
Italy,Argentina,2007,4,0.001
Italy,Argentina,2008,4,0.001
Italy,Argentina,2009,4,0.001
Italy,Argentina,2010,0,0.0
Italy,Argentina,2011,0,0.0
Italy,Argentina,2013,0,0.0
Italy,Argentina,2014,0,0.0
Italy,Argentina,2015,0,0.001
Italy,Argentina,2016,0,0.001
Italy,Argentina,2017,4,0.001
Italy,Argentina,2018,4,0.001
Italy,Argentina,2019,4,0.001
Italy,Argentina,2020,4,0.001
Italy,Argentina,2021,4,0.001
Italy,Argentina,2022,4,0.001
Italy,Argentina,2023,4,0.001
Italy,Argentina,2024,4,0.001
Italy,Australia,2000,4,0.001
Italy,Australia,2001,4,0.001
Italy,Australia,2002,4,0.001
Italy,Australia,2003,4,0.001
Italy,Australia,2004,4,0.001
Italy,Australia,2005,4,0.001
Italy,Australia,2006,4,0.001
Italy,Australia,2007,4,0.001
Italy,Australia,2008,4,0.001
Italy,Australia,2009,4,0.001
Italy,Australia,2010,0,0.0
Italy,Australia,2011,0,0.0
Italy,Australia,2013,0,0.0
Italy,Australia,2014,0,0.0
Italy,Australia,2015,0,0.001
Italy,Australia,2016,0,0.001
Italy,Australia,2017,4,0.001
Italy,Australia,2018,4,0.001
Italy,Australia,2019,4,0.001
Italy,Australia,2020,4,0.001
Italy,Australia,2021,4,0.001
Italy,Australia,2022,4,0.001
Italy,Australia,2023,4,0.001
Italy,Australia,2024,4,0.001
Italy,Bangladesh,2000,4,0.001
Italy,Bangladesh,2001,0,0.0
Italy,Bangladesh,2002,0,0.0
Italy,Bangladesh,2003,0,0.0
Italy,Bangladesh,2004,0,0.0
Italy,Bangladesh,2005,0,0.0
Italy,Bangladesh,2006,0,0.0
Italy,Bangladesh,2007,0,0.0
Italy,Bangladesh,2008,0,0.0
Italy,Bangladesh,2009,0,0.0
Italy,Bangladesh,2010,0,0.0
Italy,Bangladesh,2011,0,0.0
Italy,Bangladesh,2013,0,0.0
Italy,Bangladesh,2014,0,0.0
Italy,Bangladesh,2015,0,0.0
Italy,Bangladesh,2016,0,0.001
Italy,Bangladesh,2017,0,0.0
Italy,Bangladesh,2018,0,0.0
Italy,Bangladesh,2019,4,0.001
Italy,Bangladesh,2020,4,0.001
Italy,Bangladesh,2021,0,0.0
Italy,Bangladesh,2022,4,0.001
Italy,Bangladesh,2023,4,0.001
Italy,Bangladesh,2024,4,0.001
Italy,Belgium,2000,4,0.001
Italy,Belgium,2001,4,0.001
Italy,Belgium,2002,4,0.001
Italy,Belgium,2003,4,0.001
Italy,Belgium,2004,4,0.001
Italy,Belgium,2005,4,0.001
Italy,Belgium,2006,4,0.001
Italy,Belgium,2007,4,0.001
Italy,Belgium,2008,4,0.001
Italy,Belgium,2009,4,0.001
Italy,Belgium,2010,0,0.0
Italy,Belgium,2011,0,0.0
Italy,Belgium,2013,0,0.0
Italy,Belgium,2014,0,0.0
Italy,Belgium,2015,0,0.001
Italy,Belgium,2016,0,0.001
Italy,Belgium,2017,4,0.001
Italy,Belgium,2018,4,0.001
Italy,Belgium,2019,4,0.001
Italy,Belgium,2020,4,0.001
Italy,Belgium,2021,4,0.001
Italy,Belgium,2022,4,0.001
Italy,Belgium,2023,4,0.001
Italy,Belgium,2024,4,0.001
Italy,Canada,2000,4,0.001
Italy,Canada,2001,4,0.001
Italy,Canada,2002,4,0.001
Italy,Canada,2003,4,0.001
Italy,Canada,2004,4,0.001
Italy,Canada,2005,4,0.001
Italy,Canada,2006,4,0.001
Italy,Canada,2007,4,0.001
Italy,Canada,2008,4,0.001
Italy,Canada,2009,4,0.001
Italy,Canada,2010,0,0.0
Italy,Canada,2011,0,0.0
Italy,Canada,2013,0,0.0
Italy,Canada,2014,0,0.0
Italy,Canada,2015,0,0.001
Italy,Canada,2016,0,0.001
Italy,Canada,2017,4,0.001
Italy,Canada,2018,4,0.001
Italy,Canada,2019,4,0.001
Italy,Canada,2020,4,0.001
Italy,Canada,2021,4,0.001
Italy,Canada,2022,4,0.001
Italy,Canada,2023,4,0.001
Italy,Canada,2024,4,0.001
Italy,China,2000,4,0.001
Italy,China,2001,4,0.001
Italy,China,2002,4,0.001
Italy,China,2003,4,0.001
Italy,China,2004,4,0.001
Italy,China,2005,4,0.001
Italy,China,2006,4,0.001
Italy,China,2007,4,0.001
Italy,China,2008,4,0.001
Italy,China,2009,4,0.001
Italy,China,2010,0,0.0
Italy,China,2011,0,0.0
Italy,China,2013,0,0.0
Italy,China,2014,0,0.0
Italy,China,2015,0,0.001
Italy,China,2016,0,0.001
Italy,China,2017,4,0.001
Italy,China,2018,4,0.001
Italy,China,2019,4,0.001
Italy,China,2020,4,0.001
Italy,China,2021,4,0.001
Italy,China,2022,4,0.001
Italy,China,2023,4,0.001
Italy,China,2024,4,0.001
Italy,Croatia,2000,4,0.001
Italy,Croatia,2001,4,0.001
Italy,Croatia,2002,4,0.001
Italy,Croatia,2003,4,0.001
Italy,Croatia,2004,4,0.001
Italy,Croatia,2005,4,0.001
Italy,Croatia,2006,4,0.001
Italy,Croatia,2007,4,0.001
Italy,Croatia,2008,4,0.001
Italy,Croatia,2009,4,0.001
Italy,Croatia,2010,0,0.0
Italy,Croatia,2011,0,0.0
Italy,Croatia,2013,0,0.0
Italy,Croatia,2014,0,0.0
Italy,Croatia,2015,0,0.001
Italy,Croatia,2016,0,0.001
Italy,Croatia,2017,4,0.001
Italy,Croatia,2018,4,0.001
Italy,Croatia,2019,4,0.001
Italy,Croatia,2020,4,0.001
Italy,Croatia,2021,4,0.001
Italy,Croatia,2022,4,0.001
Italy,Croatia,2023,4,0.001
Italy,Croatia,2024,4,0.001
Italy,France,2000,4,0.001
Italy,France,2001,4,0.001
Italy,France,2002,4,0.001
Italy,France,2003,4,0.001
Italy,France,2004,4,0.001
Italy,France,2005,4,0.001
Italy,France,2006,4,0.001
Italy,France,2007,4,0.001
Italy,France,2008,4,0.001
Italy,France,2009,4,0.001
Italy,France,2010,0,0.0
Italy,France,2011,0,0.0
Italy,France,2013,0,0.0
Italy,France,2014,0,0.0
Italy,France,2015,0,0.001
Italy,France,2016,0,0.001
Italy,France,2017,4,0.001
Italy,France,2018,4,0.001
Italy,France,2019,4,0.001
Italy,France,2020,4,0.001
Italy,France,2021,4,0.001
Italy,France,2022,4,0.001
Italy,France,2023,4,0.001
Italy,France,2024,4,0.001
Italy,Germany,2000,4,0.001
Italy,Germany,2001,4,0.001
Italy,Germany,2002,4,0.001
Italy,Germany,2003,4,0.001
Italy,Germany,2004,4,0.001
Italy,Germany,2005,4,0.001
Italy,Germany,2006,4,0.001
Italy,Germany,2007,4,0.001
Italy,Germany,2008,4,0.001
Italy,Germany,2009,4,0.001
Italy,Germany,2010,0,0.0
Italy,Germany,2011,0,0.0
Italy,Germany,2013,0,0.0
Italy,Germany,2014,0,0.0
Italy,Germany,2015,0,0.001
Italy,Germany,2016,0,0.001
Italy,Germany,2017,4,0.001
Italy,Germany,2018,4,0.001
Italy,Germany,2019,4,0.001
Italy,Germany,2020,4,0.001
Italy,Germany,2021,4,0.001
Italy,Germany,2022,4,0.001
Italy,Germany,2023,4,0.001
Italy,Germany,2024,4,0.001
Italy,India,2000,4,0.001
Italy,India,2001,4,0.001
Italy,India,2002,4,0.001
Italy,India,2003,4,0.001
Italy,India,2004,4,0.001
Italy,India,2005,4,0.001
Italy,India,2006,4,0.001
Italy,India,2007,4,0.001
Italy,India,2008,4,0.001
Italy,India,2009,4,0.001
Italy,India,2010,0,0.0
Italy,India,2011,0,0.0
Italy,India,2013,0,0.0
Italy,India,2014,0,0.0
Italy,India,2015,0,0.001
Italy,India,2016,0,0.001
Italy,India,2017,4,0.001
Italy,India,2018,4,0.001
Italy,India,2019,4,0.001
Italy,India,2020,4,0.001
Italy,India,2021,4,0.001
Italy,India,2022,4,0.001
Italy,India,2023,4,0.001
Italy,India,2024,4,0.001
Italy,Iran,2000,0,0.0
Italy,Iran,2001,0,0.0
Italy,Iran,2002,0,0.0
Italy,Iran,2003,0,0.0
Italy,Iran,2004,0,0.0
Italy,Iran,2005,0,0.0
Italy,Iran,2006,4,0.001
Italy,Iran,2007,4,0.001
Italy,Iran,2008,4,0.001
Italy,Iran,2009,4,0.001
Italy,Iran,2010,0,0.0
Italy,Iran,2011,0,0.0
Italy,Iran,2013,0,0.0
Italy,Iran,2014,0,0.0
Italy,Iran,2015,0,0.001
Italy,Iran,2016,0,0.001
Italy,Iran,2017,0,0.0
Italy,Iran,2018,4,0.001
Italy,Iran,2019,4,0.001
Italy,Iran,2020,0,0.0
Italy,Iran,2021,4,0.001
Italy,Iran,2022,4,0.001
Italy,Iran,2023,4,0.001
Italy,Iran,2024,4,0.001
Italy,Iraq,2000,0,0.0
Italy,Iraq,2001,0,0.0
Italy,Iraq,2002,0,0.0
Italy,Iraq,2003,0,0.0
Italy,Iraq,2004,0,0.0
Italy,Iraq,2005,0,0.0
Italy,Iraq,2006,4,0.001
Italy,Iraq,2007,4,0.001
Italy,Iraq,2008,4,0.001
Italy,Iraq,2009,4,0.001
Italy,Iraq,2010,0,0.0
Italy,Iraq,2011,0,0.0
Italy,Iraq,2013,0,0.0
Italy,Iraq,2014,0,0.0
Italy,Iraq,2015,0,0.001
Italy,Iraq,2016,0,0.001
Italy,Iraq,2017,0,0.0
Italy,Iraq,2018,4,0.001
Italy,Iraq,2019,0,0.0
Italy,Iraq,2020,4,0.001
Italy,Iraq,2021,0,0.0
Italy,Iraq,2022,4,0.001
Italy,Iraq,2023,4,0.001
Italy,Iraq,2024,4,0.001
Italy,Israel,2000,4,0.001
Italy,Israel,2001,4,0.001
Italy,Israel,2002,4,0.001
Italy,Israel,2003,4,0.001
Italy,Israel,2004,4,0.001
Italy,Israel,2005,4,0.001
Italy,Israel,2006,4,0.001
Italy,Israel,2007,4,0.001
Italy,Israel,2008,4,0.001
Italy,Israel,2009,4,0.001
Italy,Israel,2010,0,0.0
Italy,Israel,2011,0,0.0
Italy,Israel,2013,0,0.0
Italy,Israel,2014,0,0.0
Italy,Israel,2015,0,0.001
Italy,Israel,2016,0,0.001
Italy,Israel,2017,4,0.001
Italy,Israel,2018,4,0.001
Italy,Israel,2019,4,0.001
Italy,Israel,2020,4,0.001
Italy,Israel,2021,4,0.001
Italy,Israel,2022,4,0.001
Italy,Israel,2023,4,0.001
Italy,Israel,2024,4,0.001
Italy,Japan,2000,4,0.001
Italy,Japan,2001,4,0.001
Italy,Japan,2002,4,0.001
Italy,Japan,2003,4,0.001
Italy,Japan,2004,4,0.001
Italy,Japan,2005,4,0.001
Italy,Japan,2006,4,0.001
Italy,Japan,2007,4,0.001
Italy,Japan,2008,4,0.001
Italy,Japan,2009,4,0.001
Italy,Japan,2010,0,0.0
Italy,Japan,2011,0,0.0
Italy,Japan,2013,0,0.0
Italy,Japan,2014,0,0.0
Italy,Japan,2015,0,0.001
Italy,Japan,2016,0,0.001
Italy,Japan,2017,4,0.001
Italy,Japan,2018,4,0.001
Italy,Japan,2019,4,0.001
Italy,Japan,2020,4,0.001
Italy,Japan,2021,4,0.001
Italy,Japan,2022,4,0.001
Italy,Japan,2023,4,0.001
Italy,Japan,2024,4,0.001
Italy,Pakistan,2000,4,0.001
Italy,Pakistan,2001,0,0.0
Italy,Pakistan,2002,0,0.0
Italy,Pakistan,2003,0,0.0
Italy,Pakistan,2004,0,0.0
Italy,Pakistan,2005,0,0.0
Italy,Pakistan,2006,4,0.001
Italy,Pakistan,2007,0,0.0
Italy,Pakistan,2008,0,0.0
Italy,Pakistan,2009,0,0.0
Italy,Pakistan,2010,0,0.0
Italy,Pakistan,2011,0,0.0
Italy,Pakistan,2013,0,0.0
Italy,Pakistan,2014,0,0.0
Italy,Pakistan,2015,0,0.0
Italy,Pakistan,2016,0,0.0
Italy,Pakistan,2017,4,0.001
Italy,Pakistan,2018,4,0.001
Italy,Pakistan,2019,4,0.001
Italy,Pakistan,2020,4,0.001
Italy,Pakistan,2021,4,0.001
Italy,Pakistan,2022,4,0.001
Italy,Pakistan,2023,4,0.001
Italy,Pakistan,2024,4,0.001
Italy,Portugal,2000,0,0.0
Italy,Portugal,2001,4,0.001
Italy,Portugal,2002,0,0.0
Italy,Portugal,2003,0,0.0
Italy,Portugal,2004,4,0.001
Italy,Portugal,2005,0,0.0
Italy,Portugal,2006,0,0.0
Italy,Portugal,2007,4,0.001
Italy,Portugal,2008,4,0.001
Italy,Portugal,2009,4,0.001
Italy,Portugal,2010,0,0.0
Italy,Portugal,2011,0,0.0
Italy,Portugal,2013,0,0.0
Italy,Portugal,2014,0,0.0
Italy,Portugal,2015,0,0.001
Italy,Portugal,2016,0,0.001
Italy,Portugal,2017,4,0.001
Italy,Portugal,2018,4,0.001
Italy,Portugal,2019,4,0.001
Italy,Portugal,2020,4,0.001
Italy,Portugal,2021,4,0.001
Italy,Portugal,2022,4,0.001
Italy,Portugal,2023,4,0.001
Italy,Portugal,2024,4,0.001
Italy,Russia,2000,4,0.001
Italy,Russia,2001,4,0.001
Italy,Russia,2002,4,0.001
Italy,Russia,2003,4,0.001
Italy,Russia,2004,4,0.001
Italy,Russia,2005,4,0.001
Italy,Russia,2006,4,0.001
Italy,Russia,2007,4,0.001
Italy,Russia,2008,4,0.001
Italy,Russia,2009,4,0.001
Italy,Russia,2010,0,0.0
Italy,Russia,2011,0,0.0
Italy,Russia,2013,0,0.0
Italy,Russia,2014,0,0.0
Italy,Russia,2015,0,0.001
Italy,Russia,2016,0,0.001
Italy,Russia,2017,4,0.001
Italy,Russia,2018,4,0.001
Italy,Russia,2019,4,0.001
Italy,Russia,2020,4,0.001
Italy,Russia,2021,4,0.001
Italy,Russia,2022,4,0.001
Italy,Russia,2023,4,0.001
Italy,Russia,2024,4,0.001
Italy,Saudi Arabia,2000,4,0.001
Italy,Saudi Arabia,2001,4,0.001
Italy,Saudi Arabia,2002,4,0.001
Italy,Saudi Arabia,2003,4,0.001
Italy,Saudi Arabia,2004,4,0.001
Italy,Saudi Arabia,2005,4,0.001
Italy,Saudi Arabia,2006,4,0.001
Italy,Saudi Arabia,2007,4,0.001
Italy,Saudi Arabia,2008,4,0.001
Italy,Saudi Arabia,2009,4,0.001
Italy,Saudi Arabia,2010,0,0.0
Italy,Saudi Arabia,2011,0,0.0
Italy,Saudi Arabia,2013,0,0.0
Italy,Saudi Arabia,2014,0,0.0
Italy,Saudi Arabia,2015,0,0.001
Italy,Saudi Arabia,2016,0,0.001
Italy,Saudi Arabia,2017,4,0.001
Italy,Saudi Arabia,2018,4,0.001
Italy,Saudi Arabia,2019,4,0.001
Italy,Saudi Arabia,2020,4,0.001
Italy,Saudi Arabia,2021,4,0.001
Italy,Saudi Arabia,2022,4,0.001
Italy,Saudi Arabia,2023,4,0.001
Italy,Saudi Arabia,2024,4,0.001
Italy,Spain,2000,4,0.001
Italy,Spain,2001,4,0.001
Italy,Spain,2002,4,0.001
Italy,Spain,2003,0,0.0
Italy,Spain,2004,4,0.001
Italy,Spain,2005,4,0.001
Italy,Spain,2006,4,0.001
Italy,Spain,2007,4,0.001
Italy,Spain,2008,4,0.001
Italy,Spain,2009,4,0.001
Italy,Spain,2010,0,0.0
Italy,Spain,2011,0,0.0
Italy,Spain,2013,0,0.0
Italy,Spain,2014,0,0.0
Italy,Spain,2015,0,0.001
Italy,Spain,2016,0,0.001
Italy,Spain,2017,4,0.001
Italy,Spain,2018,4,0.001
Italy,Spain,2019,4,0.001
Italy,Spain,2020,4,0.001
Italy,Spain,2021,4,0.001
Italy,Spain,2022,4,0.001
Italy,Spain,2023,4,0.001
Italy,Spain,2024,4,0.001
Italy,Sri Lanka,2000,0,0.0
Italy,Sri Lanka,2001,4,0.001
Italy,Sri Lanka,2002,0,0.0
Italy,Sri Lanka,2003,4,0.001
Italy,Sri Lanka,2004,0,0.0
Italy,Sri Lanka,2005,0,0.0
Italy,Sri Lanka,2006,4,0.001
Italy,Sri Lanka,2007,4,0.001
Italy,Sri Lanka,2008,4,0.001
Italy,Sri Lanka,2009,0,0.0
Italy,Sri Lanka,2010,0,0.0
Italy,Sri Lanka,2011,0,0.0
Italy,Sri Lanka,2013,0,0.0
Italy,Sri Lanka,2014,0,0.0
Italy,Sri Lanka,2015,0,0.001
Italy,Sri Lanka,2016,0,0.001
Italy,Sri Lanka,2017,4,0.001
Italy,Sri Lanka,2018,4,0.001
Italy,Sri Lanka,2019,0,0.0
Italy,Sri Lanka,2020,0,0.0
Italy,Sri Lanka,2021,4,0.001
Italy,Sri Lanka,2022,0,0.0
Italy,Sri Lanka,2023,4,0.001
Italy,Sri Lanka,2024,4,0.001
Italy,Sweden,2000,4,0.001
Italy,Sweden,2001,4,0.001
Italy,Sweden,2002,4,0.001
Italy,Sweden,2003,4,0.001
Italy,Sweden,2004,4,0.001
Italy,Sweden,2005,0,0.0
Italy,Sweden,2006,4,0.001
Italy,Sweden,2007,4,0.001
Italy,Sweden,2008,4,0.001
Italy,Sweden,2009,0,0.0
Italy,Sweden,2010,0,0.0
Italy,Sweden,2011,0,0.0
Italy,Sweden,2013,0,0.0
Italy,Sweden,2014,0,0.0
Italy,Sweden,2015,0,0.001
Italy,Sweden,2016,0,0.001
Italy,Sweden,2017,4,0.001
Italy,Sweden,2018,4,0.001
Italy,Sweden,2019,4,0.001
Italy,Sweden,2020,4,0.001
Italy,Sweden,2021,4,0.001
Italy,Sweden,2022,4,0.001
Italy,Sweden,2023,4,0.001
Italy,Sweden,2024,4,0.001
Italy,UK,2000,4,0.001
Italy,UK,2001,4,0.001
Italy,UK,2002,4,0.001
Italy,UK,2003,4,0.001
Italy,UK,2004,4,0.001
Italy,UK,2005,4,0.001
Italy,UK,2006,4,0.001
Italy,UK,2007,4,0.001
Italy,UK,2008,4,0.001
Italy,UK,2009,4,0.001
Italy,UK,2010,0,0.0
Italy,UK,2011,0,0.0
Italy,UK,2013,0,0.0
Italy,UK,2014,0,0.0
Italy,UK,2015,0,0.001
Italy,UK,2016,0,0.001
Italy,UK,2017,4,0.001
Italy,UK,2018,4,0.001
Italy,UK,2019,4,0.001
Italy,UK,2020,4,0.001
Italy,UK,2021,4,0.001
Italy,UK,2022,4,0.001
Italy,UK,2023,4,0.001
Italy,UK,2024,4,0.001
Italy,USA,2000,4,0.001
Italy,USA,2001,4,0.001
Italy,USA,2002,4,0.001
Italy,USA,2003,4,0.001
Italy,USA,2004,4,0.001
Italy,USA,2005,4,0.001
Italy,USA,2006,4,0.001
Italy,USA,2007,4,0.001
Italy,USA,2008,4,0.001
Italy,USA,2009,4,0.001
Italy,USA,2010,0,0.0
Italy,USA,2011,0,0.0
Italy,USA,2013,0,0.0
Italy,USA,2014,0,0.0
Italy,USA,2015,0,0.001
Italy,USA,2016,0,0.001
Italy,USA,2017,4,0.001
Italy,USA,2018,4,0.001
Italy,USA,2019,4,0.001
Italy,USA,2020,4,0.001
Italy,USA,2021,4,0.001
Italy,USA,2022,4,0.001
Italy,USA,2023,4,0.001
Italy,USA,2024,4,0.001
Japan,Afghanistan,2000,0,0.0
Japan,Afghanistan,2001,0,0.0
Japan,Afghanistan,2002,0,0.0
Japan,Afghanistan,2003,0,0.0
Japan,Afghanistan,2004,0,0.0
Japan,Afghanistan,2005,0,0.0
Japan,Afghanistan,2006,0,0.0
Japan,Afghanistan,2007,0,0.0
Japan,Afghanistan,2008,0,0.0
Japan,Afghanistan,2009,0,0.0
Japan,Afghanistan,2010,0,0.0
Japan,Afghanistan,2011,0,0.0
Japan,Afghanistan,2013,0,0.0
Japan,Afghanistan,2014,0,0.0
Japan,Afghanistan,2015,0,0.0
Japan,Afghanistan,2016,0,0.0
Japan,Afghanistan,2017,4,0.001
Japan,Afghanistan,2018,4,0.001
Japan,Afghanistan,2019,4,0.001
Japan,Afghanistan,2020,4,0.001
Japan,Afghanistan,2021,4,0.001
Japan,Afghanistan,2022,4,0.001
Japan,Afghanistan,2023,4,0.001
Japan,Afghanistan,2024,4,0.001
Japan,Argentina,2000,0,0.0
Japan,Argentina,2001,0,0.0
Japan,Argentina,2002,0,0.0
Japan,Argentina,2003,0,0.0
Japan,Argentina,2004,0,0.0
Japan,Argentina,2005,0,0.0
Japan,Argentina,2006,0,0.0
Japan,Argentina,2007,0,0.0
Japan,Argentina,2008,0,0.0
Japan,Argentina,2009,0,0.0
Japan,Argentina,2010,0,0.0
Japan,Argentina,2011,0,0.0
Japan,Argentina,2013,0,0.0
Japan,Argentina,2014,0,0.0
Japan,Argentina,2015,0,0.0
Japan,Argentina,2016,0,0.0
Japan,Argentina,2017,4,0.001
Japan,Argentina,2018,4,0.001
Japan,Argentina,2019,4,0.001
Japan,Argentina,2020,4,0.001
Japan,Argentina,2021,4,0.001
Japan,Argentina,2022,4,0.001
Japan,Argentina,2023,4,0.001
Japan,Argentina,2024,4,0.001
Japan,Australia,2000,0,0.0
Japan,Australia,2001,0,0.0
Japan,Australia,2002,0,0.0
Japan,Australia,2003,0,0.0
Japan,Australia,2004,0,0.0
Japan,Australia,2005,0,0.0
Japan,Australia,2006,0,0.0
Japan,Australia,2007,0,0.0
Japan,Australia,2008,0,0.0
Japan,Australia,2009,0,0.0
Japan,Australia,2010,0,0.0
Japan,Australia,2011,0,0.0
Japan,Australia,2013,0,0.0
Japan,Australia,2014,0,0.0
Japan,Australia,2015,0,0.0
Japan,Australia,2016,0,0.0
Japan,Australia,2017,4,0.001
Japan,Australia,2018,4,0.001
Japan,Australia,2019,4,0.001
Japan,Australia,2020,4,0.001
Japan,Australia,2021,4,0.001
Japan,Australia,2022,4,0.001
Japan,Australia,2023,4,0.001
Japan,Australia,2024,4,0.001
Japan,Bangladesh,2000,0,0.0
Japan,Bangladesh,2001,0,0.0
Japan,Bangladesh,2002,0,0.0
Japan,Bangladesh,2003,0,0.0
Japan,Bangladesh,2004,0,0.0
Japan,Bangladesh,2005,0,0.0
Japan,Bangladesh,2006,0,0.0
Japan,Bangladesh,2007,0,0.0
Japan,Bangladesh,2008,0,0.0
Japan,Bangladesh,2009,0,0.0
Japan,Bangladesh,2010,0,0.0
Japan,Bangladesh,2011,0,0.0
Japan,Bangladesh,2013,0,0.0
Japan,Bangladesh,2014,0,0.0
Japan,Bangladesh,2015,0,0.0
Japan,Bangladesh,2016,0,0.0
Japan,Bangladesh,2017,4,0.001
Japan,Bangladesh,2018,4,0.001
Japan,Bangladesh,2019,4,0.001
Japan,Bangladesh,2020,4,0.001
Japan,Bangladesh,2021,4,0.001
Japan,Bangladesh,2022,4,0.001
Japan,Bangladesh,2023,4,0.001
Japan,Bangladesh,2024,4,0.001
Japan,Belgium,2000,0,0.0
Japan,Belgium,2001,0,0.0
Japan,Belgium,2002,0,0.0
Japan,Belgium,2003,0,0.0
Japan,Belgium,2004,0,0.0
Japan,Belgium,2005,0,0.0
Japan,Belgium,2006,0,0.0
Japan,Belgium,2007,0,0.0
Japan,Belgium,2008,0,0.0
Japan,Belgium,2009,0,0.0
Japan,Belgium,2010,0,0.0
Japan,Belgium,2011,0,0.0
Japan,Belgium,2013,0,0.0
Japan,Belgium,2014,0,0.0
Japan,Belgium,2015,0,0.0
Japan,Belgium,2016,0,0.0
Japan,Belgium,2017,4,0.001
Japan,Belgium,2018,4,0.001
Japan,Belgium,2019,4,0.001
Japan,Belgium,2020,4,0.001
Japan,Belgium,2021,4,0.001
Japan,Belgium,2022,4,0.001
Japan,Belgium,2023,4,0.001
Japan,Belgium,2024,4,0.001
Japan,Canada,2000,0,0.0
Japan,Canada,2001,0,0.0
Japan,Canada,2002,0,0.0
Japan,Canada,2003,0,0.0
Japan,Canada,2004,0,0.0
Japan,Canada,2005,0,0.0
Japan,Canada,2006,0,0.0
Japan,Canada,2007,0,0.0
Japan,Canada,2008,0,0.0
Japan,Canada,2009,0,0.0
Japan,Canada,2010,0,0.0
Japan,Canada,2011,0,0.0
Japan,Canada,2013,0,0.0
Japan,Canada,2014,0,0.0
Japan,Canada,2015,0,0.0
Japan,Canada,2016,0,0.0
Japan,Canada,2017,4,0.001
Japan,Canada,2018,4,0.001
Japan,Canada,2019,4,0.001
Japan,Canada,2020,4,0.001
Japan,Canada,2021,4,0.001
Japan,Canada,2022,4,0.001
Japan,Canada,2023,4,0.001
Japan,Canada,2024,4,0.001
Japan,China,2000,0,0.0
Japan,China,2001,0,0.0
Japan,China,2002,0,0.0
Japan,China,2003,0,0.0
Japan,China,2004,0,0.0
Japan,China,2005,0,0.0
Japan,China,2006,0,0.0
Japan,China,2007,0,0.0
Japan,China,2008,0,0.0
Japan,China,2009,0,0.0
Japan,China,2010,0,0.0
Japan,China,2011,0,0.0
Japan,China,2013,0,0.0
Japan,China,2014,0,0.0
Japan,China,2015,0,0.0
Japan,China,2016,0,0.0
Japan,China,2017,4,0.001
Japan,China,2018,4,0.001
Japan,China,2019,4,0.001
Japan,China,2020,4,0.001
Japan,China,2021,4,0.001
Japan,China,2022,4,0.001
Japan,China,2023,4,0.001
Japan,China,2024,4,0.001
Japan,Croatia,2000,0,0.0
Japan,Croatia,2001,0,0.0
Japan,Croatia,2002,0,0.0
Japan,Croatia,2003,0,0.0
Japan,Croatia,2004,0,0.0
Japan,Croatia,2005,0,0.0
Japan,Croatia,2006,0,0.0
Japan,Croatia,2007,0,0.0
Japan,Croatia,2008,0,0.0
Japan,Croatia,2009,0,0.0
Japan,Croatia,2010,0,0.0
